algorithm,num_layers,hidden_size,train_size,seed,inference_steps,epoch,train_energy,test_acc,wall_time_s
PC,2,256,5000,1,50,28,133.492529,0.722,663.93
PC,2,256,5000,1,50,29,133.509944,0.722,686.89
PC,2,256,5000,1,50,30,133.5781,0.716,714.23
PC,2,256,5000,2,10,1,171.083663,,6.81
PC,2,256,5000,2,10,2,152.512533,,13.61
PC,2,256,5000,2,10,3,148.934189,,20.41
PC,2,256,5000,2,10,4,147.632989,,27.22
PC,2,256,5000,2,10,5,146.950293,0.765,34.96
PC,2,256,5000,2,10,6,146.592777,0.765,41.75
PC,2,256,5000,2,10,7,146.463609,0.765,48.56
PC,2,256,5000,2,10,8,146.363868,0.765,55.35
PC,2,256,5000,2,10,9,146.398776,0.765,62.15
PC,2,256,5000,2,10,10,146.491851,0.725,69.87
PC,2,256,5000,2,10,11,146.615291,0.725,76.67
PC,2,256,5000,2,10,12,146.776625,0.725,83.48
PC,2,256,5000,2,10,13,147.003649,0.725,90.29
PC,2,256,5000,2,10,14,147.145954,0.725,97.1
PC,2,256,5000,2,10,15,147.282325,0.707,104.84
PC,2,256,5000,2,10,16,147.379766,0.707,111.64
PC,2,256,5000,2,10,17,147.414669,0.707,118.44
PC,2,256,5000,2,10,18,147.428973,0.707,125.31
PC,2,256,5000,2,10,19,147.499968,0.707,132.13
PC,2,256,5000,2,10,20,147.51494,0.708,139.87
PC,2,256,5000,2,10,21,147.644248,0.708,146.69
PC,2,256,5000,2,10,22,147.758315,0.708,153.51
PC,2,256,5000,2,10,23,147.860269,0.708,160.33
PC,2,256,5000,2,10,24,147.867471,0.708,167.13
PC,2,256,5000,2,10,25,147.899162,0.734,174.85
PC,2,256,5000,2,10,26,147.941772,0.734,181.66
PC,2,256,5000,2,10,27,147.972424,0.734,188.46
PC,2,256,5000,2,10,28,148.040232,0.734,195.26
PC,2,256,5000,2,10,29,148.041632,0.734,202.06
PC,2,256,5000,2,10,30,148.113726,0.723,209.79
PC,2,256,5000,2,20,1,159.775597,,10.83
PC,2,256,5000,2,20,2,140.973156,,21.66
PC,2,256,5000,2,20,3,138.541095,,32.49
PC,2,256,5000,2,20,4,137.819794,,43.33
PC,2,256,5000,2,20,5,137.263735,0.75,55.96
PC,2,256,5000,2,20,6,136.983694,0.75,66.79
PC,2,256,5000,2,20,7,136.885084,0.75,77.65
PC,2,256,5000,2,20,8,136.801037,0.75,88.5
PC,2,256,5000,2,20,9,136.861264,0.75,99.34
PC,2,256,5000,2,20,10,136.869335,0.742,111.96
PC,2,256,5000,2,20,11,136.997067,0.742,122.8
PC,2,256,5000,2,20,12,137.065902,0.742,133.63
PC,2,256,5000,2,20,13,137.109269,0.742,144.46
PC,2,256,5000,2,20,14,137.191281,0.742,155.29
PC,2,256,5000,2,20,15,137.260047,0.75,167.91
PC,2,256,5000,2,20,16,137.43747,0.75,178.75
PC,2,256,5000,2,20,17,137.463438,0.75,189.58
PC,2,256,5000,2,20,18,137.572957,0.75,200.42
PC,2,256,5000,2,20,19,137.665119,0.75,211.25
PC,2,256,5000,2,20,20,137.694886,0.709,223.85
PC,2,256,5000,2,20,21,137.77901,0.709,234.68
PC,2,256,5000,2,20,22,137.817468,0.709,245.51
PC,2,256,5000,2,20,23,137.876329,0.709,256.34
PC,2,256,5000,2,20,24,137.833775,0.709,267.16
PC,2,256,5000,2,20,25,137.888404,0.744,279.79
PC,2,256,5000,2,20,26,137.902564,0.744,290.64
PC,2,256,5000,2,20,27,138.046555,0.744,301.45
PC,2,256,5000,2,20,28,138.018615,0.744,312.23
PC,2,256,5000,2,20,29,138.040366,0.744,323.06
PC,2,256,5000,2,20,30,137.986918,0.758,335.69
PC,2,256,5000,2,50,1,153.926274,,22.92
PC,2,256,5000,2,50,2,135.411243,,45.85
PC,2,256,5000,2,50,3,132.987895,,68.82
PC,2,256,5000,2,50,4,132.49057,,91.79
PC,2,256,5000,2,50,5,132.265447,0.733,119.17
PC,2,256,5000,2,50,6,132.154177,0.733,142.13
PC,2,256,5000,2,50,7,132.238791,0.733,165.04
PC,2,256,5000,2,50,8,132.023012,0.733,187.92
PC,2,256,5000,2,50,9,132.042916,0.733,210.85
PC,2,256,5000,2,50,10,132.035416,0.741,238.22
PC,2,256,5000,2,50,11,132.130083,0.741,261.14
PC,2,256,5000,2,50,12,132.135691,0.741,284.04
PC,2,256,5000,2,50,13,132.044202,0.741,306.94
PC,2,256,5000,2,50,14,132.080725,0.741,329.87
PC,2,256,5000,2,50,15,132.08618,0.695,357.18
PC,2,256,5000,2,50,16,132.127557,0.695,380.13
PC,2,256,5000,2,50,17,132.160908,0.695,403.07
PC,2,256,5000,2,50,18,132.166192,0.695,426.01
PC,2,256,5000,2,50,19,132.121202,0.695,448.94
PC,2,256,5000,2,50,20,132.221258,0.748,476.25
PC,2,256,5000,2,50,21,132.232087,0.748,499.17
PC,2,256,5000,2,50,22,132.096036,0.748,522.1
PC,2,256,5000,2,50,23,132.171936,0.748,545.03
PC,2,256,5000,2,50,24,132.266683,0.748,567.94
PC,2,256,5000,2,50,25,132.239132,0.695,595.36
PC,2,256,5000,2,50,26,132.172264,0.695,618.3
PC,2,256,5000,2,50,27,132.185561,0.695,641.25
PC,2,256,5000,2,50,28,132.214868,0.695,664.18
PC,2,256,5000,2,50,29,132.268798,0.695,687.17
PC,2,256,5000,2,50,30,132.324807,0.687,714.62
PC,4,256,100,0,10,1,254.434218,,0.24
PC,4,256,100,0,10,2,210.482393,,0.47
PC,4,256,100,0,10,3,193.467136,,0.7
PC,4,256,100,0,10,4,182.64161,,0.94
PC,4,256,100,0,10,5,175.729812,0.547,2.65
PC,4,256,100,0,10,6,170.749201,0.547,2.88
PC,4,256,100,0,10,7,166.838891,0.547,3.12
PC,4,256,100,0,10,8,163.527727,0.547,3.35
PC,4,256,100,0,10,9,160.642407,0.547,3.58
PC,4,256,100,0,10,10,158.320905,0.645,5.29
PC,4,256,100,0,10,11,156.148197,0.645,5.53
PC,4,256,100,0,10,12,154.352291,0.645,5.76
PC,4,256,100,0,10,13,152.681359,0.645,6.0
PC,4,256,100,0,10,14,151.246852,0.645,6.23
PC,4,256,100,0,10,15,149.939519,0.654,7.94
PC,4,256,100,0,10,16,148.732185,0.654,8.17
PC,4,256,100,0,10,17,147.545324,0.654,8.41
PC,4,256,100,0,10,18,146.534068,0.654,8.64
PC,4,256,100,0,10,19,145.627266,0.654,8.88
PC,4,256,100,0,10,20,144.838973,0.656,10.6
PC,4,256,100,0,10,21,144.00609,0.656,10.84
PC,4,256,100,0,10,22,143.252977,0.656,11.07
PC,4,256,100,0,10,23,142.521921,0.656,11.31
PC,4,256,100,0,10,24,141.87675,0.656,11.54
PC,4,256,100,0,10,25,141.345608,0.657,13.25
PC,4,256,100,0,10,26,140.76315,0.657,13.48
PC,4,256,100,0,10,27,140.218703,0.657,13.71
PC,4,256,100,0,10,28,139.672151,0.657,13.95
PC,4,256,100,0,10,29,139.274336,0.657,14.18
PC,4,256,100,0,10,30,138.824452,0.649,15.88
PC,4,256,100,0,20,1,249.245741,,0.38
PC,4,256,100,0,20,2,204.016648,,0.75
PC,4,256,100,0,20,3,186.592622,,1.13
PC,4,256,100,0,20,4,175.962557,,1.51
PC,4,256,100,0,20,5,169.213591,0.555,4.75
PC,4,256,100,0,20,6,164.213811,0.555,5.13
PC,4,256,100,0,20,7,160.27972,0.555,5.5
PC,4,256,100,0,20,8,156.972596,0.555,5.88
PC,4,256,100,0,20,9,154.112786,0.555,6.26
PC,4,256,100,0,20,10,151.830899,0.578,9.54
PC,4,256,100,0,20,11,149.710093,0.578,9.92
PC,4,256,100,0,20,12,147.93229,0.578,10.29
PC,4,256,100,0,20,13,146.352553,0.578,10.67
PC,4,256,100,0,20,14,145.245793,0.578,11.05
PC,4,256,100,0,20,15,143.770548,0.59,14.31
PC,4,256,100,0,20,16,142.57463,0.59,14.69
PC,4,256,100,0,20,17,141.478943,0.59,15.07
PC,4,256,100,0,20,18,140.531405,0.59,15.45
PC,4,256,100,0,20,19,139.88921,0.59,15.82
PC,4,256,100,0,20,20,139.03292,0.61,19.12
PC,4,256,100,0,20,21,138.338375,0.61,19.5
PC,4,256,100,0,20,22,137.451078,0.61,19.88
PC,4,256,100,0,20,23,136.954561,0.61,20.25
PC,4,256,100,0,20,24,136.281027,0.61,20.63
PC,4,256,100,0,20,25,135.948823,0.641,23.87
PC,4,256,100,0,20,26,135.505766,0.641,24.25
PC,4,256,100,0,20,27,135.10436,0.641,24.62
PC,4,256,100,0,20,28,134.16363,0.641,25.0
PC,4,256,100,0,20,29,133.788145,0.641,25.38
PC,4,256,100,0,20,30,133.943027,0.642,28.61
PC,4,256,100,0,50,1,245.987899,,0.81
PC,4,256,100,0,50,2,199.584231,,1.62
PC,4,256,100,0,50,3,181.812713,,2.42
PC,4,256,100,0,50,4,171.572906,,3.23
PC,4,256,100,0,50,5,165.10419,0.549,11.12
PC,4,256,100,0,50,6,160.19664,0.549,11.93
PC,4,256,100,0,50,7,156.298435,0.549,12.74
PC,4,256,100,0,50,8,153.003941,0.549,13.54
PC,4,256,100,0,50,9,150.252737,0.549,14.35
PC,4,256,100,0,50,10,147.936261,0.644,22.23
PC,4,256,100,0,50,11,145.842757,0.644,23.04
PC,4,256,100,0,50,12,144.121333,0.644,23.85
PC,4,256,100,0,50,13,142.519761,0.644,24.65
PC,4,256,100,0,50,14,141.154093,0.644,25.46
PC,4,256,100,0,50,15,139.925158,0.689,33.35
PC,4,256,100,0,50,16,138.798539,0.689,34.16
PC,4,256,100,0,50,17,137.675287,0.689,34.96
PC,4,256,100,0,50,18,136.693114,0.689,35.77
PC,4,256,100,0,50,19,135.917817,0.689,36.58
PC,4,256,100,0,50,20,135.13543,0.706,44.44
PC,4,256,100,0,50,21,134.326672,0.706,45.25
PC,4,256,100,0,50,22,133.737445,0.706,46.05
PC,4,256,100,0,50,23,133.148103,0.706,46.86
PC,4,256,100,0,50,24,132.759578,0.706,47.66
PC,4,256,100,0,50,25,132.048037,0.715,55.52
PC,4,256,100,0,50,26,131.895481,0.715,56.33
PC,4,256,100,0,50,27,131.038109,0.715,57.14
PC,4,256,100,0,50,28,130.785675,0.715,57.94
PC,4,256,100,0,50,29,130.533443,0.715,58.75
PC,4,256,100,0,50,30,130.250254,0.668,66.61
PC,4,256,100,1,10,1,262.557387,,0.23
PC,4,256,100,1,10,2,216.064692,,0.47
PC,4,256,100,1,10,3,199.601677,,0.7
PC,4,256,100,1,10,4,189.822255,,0.93
PC,4,256,100,1,10,5,182.387146,0.547,2.62
PC,4,256,100,1,10,6,176.688766,0.547,2.86
PC,4,256,100,1,10,7,172.212925,0.547,3.09
PC,4,256,100,1,10,8,168.86824,0.547,3.32
PC,4,256,100,1,10,9,165.981424,0.547,3.56
PC,4,256,100,1,10,10,163.334576,0.632,5.25
PC,4,256,100,1,10,11,161.08777,0.632,5.48
PC,4,256,100,1,10,12,159.186729,0.632,5.71
PC,4,256,100,1,10,13,157.559145,0.632,5.95
PC,4,256,100,1,10,14,156.051288,0.632,6.18
PC,4,256,100,1,10,15,154.531672,0.597,7.87
PC,4,256,100,1,10,16,153.282912,0.597,8.11
PC,4,256,100,1,10,17,152.090498,0.597,8.34
PC,4,256,100,1,10,18,150.921604,0.597,8.57
PC,4,256,100,1,10,19,149.960372,0.597,8.8
PC,4,256,100,1,10,20,148.982059,0.588,10.5
PC,4,256,100,1,10,21,148.169545,0.588,10.73
PC,4,256,100,1,10,22,147.2977,0.588,10.96
PC,4,256,100,1,10,23,146.567614,0.588,11.2
PC,4,256,100,1,10,24,145.862844,0.588,11.43
PC,4,256,100,1,10,25,145.141782,0.586,13.12
PC,4,256,100,1,10,26,144.534226,0.586,13.35
PC,4,256,100,1,10,27,143.982896,0.586,13.59
PC,4,256,100,1,10,28,143.464146,0.586,13.82
PC,4,256,100,1,10,29,142.99938,0.586,14.05
PC,4,256,100,1,10,30,142.526303,0.577,15.74
PC,4,256,100,1,20,1,257.320246,,0.38
PC,4,256,100,1,20,2,209.965836,,0.75
PC,4,256,100,1,20,3,192.94905,,1.13
PC,4,256,100,1,20,4,182.732899,,1.5
PC,4,256,100,1,20,5,175.435815,0.556,4.73
PC,4,256,100,1,20,6,169.931244,0.556,5.1
PC,4,256,100,1,20,7,165.472396,0.556,5.48
PC,4,256,100,1,20,8,162.008761,0.556,5.86
PC,4,256,100,1,20,9,159.129674,0.556,6.23
PC,4,256,100,1,20,10,156.571851,0.586,9.46
PC,4,256,100,1,20,11,154.442689,0.586,9.83
PC,4,256,100,1,20,12,152.615743,0.586,10.21
PC,4,256,100,1,20,13,151.030942,0.586,10.58
PC,4,256,100,1,20,14,149.484593,0.586,10.96
PC,4,256,100,1,20,15,148.106207,0.581,14.2
PC,4,256,100,1,20,16,147.031612,0.581,14.57
PC,4,256,100,1,20,17,145.694048,0.581,14.95
PC,4,256,100,1,20,18,144.621144,0.581,15.32
PC,4,256,100,1,20,19,143.671315,0.581,15.69
PC,4,256,100,1,20,20,142.733729,0.593,18.92
PC,4,256,100,1,20,21,142.006988,0.593,19.3
PC,4,256,100,1,20,22,141.175245,0.593,19.67
PC,4,256,100,1,20,23,140.559182,0.593,20.05
PC,4,256,100,1,20,24,140.095915,0.593,20.42
PC,4,256,100,1,20,25,139.227791,0.589,23.66
PC,4,256,100,1,20,26,138.676275,0.589,24.03
PC,4,256,100,1,20,27,138.163692,0.589,24.41
PC,4,256,100,1,20,28,137.652817,0.589,24.79
PC,4,256,100,1,20,29,137.228724,0.589,25.16
PC,4,256,100,1,20,30,136.921461,0.595,28.4
PC,4,256,100,1,50,1,253.202834,,0.81
PC,4,256,100,1,50,2,205.55453,,1.61
PC,4,256,100,1,50,3,188.882698,,2.42
PC,4,256,100,1,50,4,178.419962,,3.22
PC,4,256,100,1,50,5,170.934802,0.587,11.09
PC,4,256,100,1,50,6,165.433132,0.587,11.89
PC,4,256,100,1,50,7,161.163128,0.587,12.7
PC,4,256,100,1,50,8,157.782567,0.587,13.5
PC,4,256,100,1,50,9,155.06288,0.587,14.31
PC,4,256,100,1,50,10,152.565722,0.627,22.14
PC,4,256,100,1,50,11,150.446796,0.627,22.95
PC,4,256,100,1,50,12,148.584692,0.627,23.76
PC,4,256,100,1,50,13,146.991318,0.627,24.56
PC,4,256,100,1,50,14,145.495521,0.627,25.41
PC,4,256,100,1,50,15,144.140989,0.635,33.32
PC,4,256,100,1,50,16,142.887295,0.635,34.13
PC,4,256,100,1,50,17,141.738291,0.635,34.93
PC,4,256,100,1,50,18,140.70416,0.635,35.74
PC,4,256,100,1,50,19,139.772169,0.635,36.54
PC,4,256,100,1,50,20,138.876224,0.629,44.52
PC,4,256,100,1,50,21,138.235095,0.629,45.34
PC,4,256,100,1,50,22,137.365704,0.629,46.15
PC,4,256,100,1,50,23,136.780354,0.629,46.96
PC,4,256,100,1,50,24,136.224822,0.629,47.77
PC,4,256,100,1,50,25,135.553333,0.628,55.64
PC,4,256,100,1,50,26,135.034972,0.628,56.45
PC,4,256,100,1,50,27,134.789267,0.628,57.26
PC,4,256,100,1,50,28,134.174715,0.628,58.06
PC,4,256,100,1,50,29,133.98945,0.628,58.87
PC,4,256,100,1,50,30,133.575927,0.623,66.72
PC,4,256,100,2,10,1,263.365235,,0.23
PC,4,256,100,2,10,2,217.981106,,0.47
PC,4,256,100,2,10,3,201.771782,,0.7
PC,4,256,100,2,10,4,191.619627,,0.93
PC,4,256,100,2,10,5,183.939573,0.598,2.64
PC,4,256,100,2,10,6,178.081004,0.598,2.87
PC,4,256,100,2,10,7,173.665162,0.598,3.11
PC,4,256,100,2,10,8,170.238136,0.598,3.34
PC,4,256,100,2,10,9,166.969868,0.598,3.57
PC,4,256,100,2,10,10,164.423853,0.65,5.27
PC,4,256,100,2,10,11,162.085921,0.65,5.51
PC,4,256,100,2,10,12,160.044623,0.65,5.74
PC,4,256,100,2,10,13,158.292243,0.65,5.98
PC,4,256,100,2,10,14,156.802177,0.65,6.21
PC,4,256,100,2,10,15,155.369864,0.661,7.91
PC,4,256,100,2,10,16,154.084434,0.661,8.15
PC,4,256,100,2,10,17,152.855612,0.661,8.38
PC,4,256,100,2,10,18,151.818313,0.661,8.61
PC,4,256,100,2,10,19,150.808111,0.661,8.84
PC,4,256,100,2,10,20,149.838444,0.655,10.54
PC,4,256,100,2,10,21,149.091255,0.655,10.77
PC,4,256,100,2,10,22,148.272656,0.655,11.01
PC,4,256,100,2,10,23,147.51317,0.655,11.24
PC,4,256,100,2,10,24,146.79746,0.655,11.47
PC,4,256,100,2,10,25,146.139675,0.653,13.17
PC,4,256,100,2,10,26,145.516882,0.653,13.41
PC,4,256,100,2,10,27,144.930645,0.653,13.64
PC,4,256,100,2,10,28,144.316674,0.653,13.88
PC,4,256,100,2,10,29,143.867778,0.653,14.11
PC,4,256,100,2,10,30,143.428526,0.642,15.81
PC,4,256,100,2,20,1,258.191546,,0.38
PC,4,256,100,2,20,2,211.670254,,0.75
PC,4,256,100,2,20,3,194.577827,,1.13
PC,4,256,100,2,20,4,184.561532,,1.5
PC,4,256,100,2,20,5,177.05965,0.61,4.79
PC,4,256,100,2,20,6,171.378137,0.61,5.16
PC,4,256,100,2,20,7,167.069419,0.61,5.54
PC,4,256,100,2,20,8,163.67952,0.61,5.91
PC,4,256,100,2,20,9,160.471593,0.61,6.29
PC,4,256,100,2,20,10,157.960782,0.623,9.56
PC,4,256,100,2,20,11,155.679735,0.623,9.93
PC,4,256,100,2,20,12,153.644281,0.623,10.31
PC,4,256,100,2,20,13,152.024513,0.623,10.68
PC,4,256,100,2,20,14,150.492794,0.623,11.06
PC,4,256,100,2,20,15,149.134223,0.615,14.32
PC,4,256,100,2,20,16,147.893101,0.615,14.7
PC,4,256,100,2,20,17,146.701073,0.615,15.07
PC,4,256,100,2,20,18,145.845613,0.615,15.45
PC,4,256,100,2,20,19,144.756153,0.615,15.82
PC,4,256,100,2,20,20,143.865834,0.624,19.08
PC,4,256,100,2,20,21,143.15593,0.624,19.46
PC,4,256,100,2,20,22,142.6284,0.624,19.84
PC,4,256,100,2,20,23,141.740326,0.624,20.21
PC,4,256,100,2,20,24,141.49191,0.624,20.59
PC,4,256,100,2,20,25,140.50685,0.635,23.83
PC,4,256,100,2,20,26,139.997715,0.635,24.21
PC,4,256,100,2,20,27,139.610489,0.635,24.59
PC,4,256,100,2,20,28,138.965244,0.635,24.96
PC,4,256,100,2,20,29,138.794081,0.635,25.34
PC,4,256,100,2,20,30,138.424075,0.643,28.61
PC,4,256,100,2,50,1,254.802443,,0.81
PC,4,256,100,2,50,2,208.436463,,1.62
PC,4,256,100,2,50,3,190.866615,,2.43
PC,4,256,100,2,50,4,180.367652,,3.23
PC,4,256,100,2,50,5,172.891482,0.612,11.19
PC,4,256,100,2,50,6,167.248322,0.612,12.0
PC,4,256,100,2,50,7,162.975664,0.612,12.81
PC,4,256,100,2,50,8,159.592319,0.612,13.62
PC,4,256,100,2,50,9,156.430742,0.612,14.43
PC,4,256,100,2,50,10,153.987825,0.643,22.34
PC,4,256,100,2,50,11,151.721825,0.643,23.16
PC,4,256,100,2,50,12,149.775887,0.643,23.97
PC,4,256,100,2,50,13,148.104788,0.643,24.78
PC,4,256,100,2,50,14,146.626701,0.643,25.59
PC,4,256,100,2,50,15,145.291337,0.658,33.46
PC,4,256,100,2,50,16,144.061345,0.658,34.26
PC,4,256,100,2,50,17,142.882633,0.658,35.07
PC,4,256,100,2,50,18,141.92046,0.658,35.88
PC,4,256,100,2,50,19,141.051193,0.658,36.68
PC,4,256,100,2,50,20,140.186419,0.653,44.65
PC,4,256,100,2,50,21,139.441397,0.653,45.45
PC,4,256,100,2,50,22,138.718048,0.653,46.26
PC,4,256,100,2,50,23,137.982246,0.653,47.06
PC,4,256,100,2,50,24,137.483658,0.653,47.87
PC,4,256,100,2,50,25,136.956016,0.652,55.82
PC,4,256,100,2,50,26,136.443981,0.652,56.63
PC,4,256,100,2,50,27,136.019706,0.652,57.44
PC,4,256,100,2,50,28,135.711046,0.652,58.25
PC,4,256,100,2,50,29,135.039591,0.652,59.06
PC,4,256,100,2,50,30,134.89137,0.642,66.98
PC,4,256,500,0,10,1,216.914875,,1.17
PC,4,256,500,0,10,2,183.458984,,2.34
PC,4,256,500,0,10,3,173.313836,,3.5
PC,4,256,500,0,10,4,167.257608,,4.67
PC,4,256,500,0,10,5,163.484343,0.763,7.31
PC,4,256,500,0,10,6,160.938154,0.763,8.48
PC,4,256,500,0,10,7,158.894412,0.763,9.64
PC,4,256,500,0,10,8,157.124473,0.763,10.81
PC,4,256,500,0,10,9,155.661375,0.763,11.98
PC,4,256,500,0,10,10,154.766212,0.693,14.63
PC,4,256,500,0,10,11,154.014635,0.693,15.8
PC,4,256,500,0,10,12,153.31694,0.693,16.97
PC,4,256,500,0,10,13,152.575086,0.693,18.14
PC,4,256,500,0,10,14,151.848573,0.693,19.31
PC,4,256,500,0,10,15,151.251536,0.672,21.96
PC,4,256,500,0,10,16,150.60593,0.672,23.13
PC,4,256,500,0,10,17,150.102407,0.672,24.3
PC,4,256,500,0,10,18,149.678474,0.672,25.47
PC,4,256,500,0,10,19,149.436331,0.672,26.63
PC,4,256,500,0,10,20,149.292937,0.66,29.28
PC,4,256,500,0,10,21,149.121311,0.66,30.45
PC,4,256,500,0,10,22,148.937418,0.66,31.62
PC,4,256,500,0,10,23,148.773886,0.66,32.78
PC,4,256,500,0,10,24,148.620856,0.66,33.95
PC,4,256,500,0,10,25,148.385975,0.685,36.58
PC,4,256,500,0,10,26,148.212306,0.685,37.75
PC,4,256,500,0,10,27,148.174497,0.685,38.91
PC,4,256,500,0,10,28,148.23942,0.685,40.08
PC,4,256,500,0,10,29,148.118441,0.685,41.25
PC,4,256,500,0,10,30,147.936737,0.699,43.88
PC,4,256,500,0,20,1,210.213564,,1.89
PC,4,256,500,0,20,2,175.099256,,3.78
PC,4,256,500,0,20,3,164.092247,,5.66
PC,4,256,500,0,20,4,157.927732,,7.54
PC,4,256,500,0,20,5,154.194261,0.741,12.29
PC,4,256,500,0,20,6,151.300837,0.741,14.17
PC,4,256,500,0,20,7,149.204779,0.741,16.05
PC,4,256,500,0,20,8,147.418718,0.741,17.94
PC,4,256,500,0,20,9,146.057291,0.741,19.82
PC,4,256,500,0,20,10,144.842968,0.688,24.61
PC,4,256,500,0,20,11,143.988771,0.688,26.49
PC,4,256,500,0,20,12,143.170125,0.688,28.38
PC,4,256,500,0,20,13,142.559982,0.688,30.26
PC,4,256,500,0,20,14,141.909827,0.688,32.14
PC,4,256,500,0,20,15,141.460426,0.715,36.89
PC,4,256,500,0,20,16,140.985055,0.715,38.77
PC,4,256,500,0,20,17,140.803024,0.715,40.65
PC,4,256,500,0,20,18,140.372402,0.715,42.53
PC,4,256,500,0,20,19,140.30138,0.715,44.4
PC,4,256,500,0,20,20,140.031687,0.752,49.2
PC,4,256,500,0,20,21,139.914602,0.752,51.08
PC,4,256,500,0,20,22,139.849234,0.752,52.95
PC,4,256,500,0,20,23,139.428455,0.752,54.83
PC,4,256,500,0,20,24,139.440492,0.752,56.71
PC,4,256,500,0,20,25,139.326044,0.721,61.47
PC,4,256,500,0,20,26,139.192946,0.721,63.35
PC,4,256,500,0,20,27,139.285967,0.721,65.23
PC,4,256,500,0,20,28,139.180903,0.721,67.11
PC,4,256,500,0,20,29,139.197533,0.721,68.98
PC,4,256,500,0,20,30,139.064277,0.699,73.72
PC,4,256,500,0,50,1,206.480332,,4.02
PC,4,256,500,0,50,2,170.821019,,8.04
PC,4,256,500,0,50,3,159.614408,,12.06
PC,4,256,500,0,50,4,153.263698,,16.07
PC,4,256,500,0,50,5,149.119625,0.745,27.15
PC,4,256,500,0,50,6,146.26562,0.745,31.18
PC,4,256,500,0,50,7,143.90996,0.745,35.21
PC,4,256,500,0,50,8,142.181427,0.745,39.23
PC,4,256,500,0,50,9,140.653489,0.745,43.25
PC,4,256,500,0,50,10,139.575145,0.735,54.34
PC,4,256,500,0,50,11,138.551384,0.735,58.36
PC,4,256,500,0,50,12,137.681986,0.735,62.38
PC,4,256,500,0,50,13,137.200224,0.735,66.4
PC,4,256,500,0,50,14,136.961458,0.735,70.42
PC,4,256,500,0,50,15,136.716053,0.725,81.48
PC,4,256,500,0,50,16,135.911198,0.725,85.53
PC,4,256,500,0,50,17,135.847572,0.725,89.56
PC,4,256,500,0,50,18,135.08244,0.725,93.59
PC,4,256,500,0,50,19,135.121664,0.725,97.61
PC,4,256,500,0,50,20,134.801244,0.738,108.69
PC,4,256,500,0,50,21,134.488851,0.738,112.72
PC,4,256,500,0,50,22,134.502628,0.738,116.75
PC,4,256,500,0,50,23,134.01357,0.738,120.78
PC,4,256,500,0,50,24,134.006555,0.738,124.82
PC,4,256,500,0,50,25,133.873443,0.721,135.92
PC,4,256,500,0,50,26,133.796589,0.721,139.94
PC,4,256,500,0,50,27,133.578615,0.721,143.96
PC,4,256,500,0,50,28,133.487009,0.721,147.97
PC,4,256,500,0,50,29,133.164037,0.721,152.0
PC,4,256,500,0,50,30,133.161782,0.754,163.06
PC,4,256,500,1,10,1,215.866704,,1.17
PC,4,256,500,1,10,2,181.46181,,2.34
PC,4,256,500,1,10,3,171.472246,,3.5
PC,4,256,500,1,10,4,165.895583,,4.67
PC,4,256,500,1,10,5,162.178277,0.768,7.31
PC,4,256,500,1,10,6,159.42469,0.768,8.47
PC,4,256,500,1,10,7,157.221676,0.768,9.64
PC,4,256,500,1,10,8,155.594384,0.768,10.8
PC,4,256,500,1,10,9,154.325776,0.768,11.97
PC,4,256,500,1,10,10,153.317886,0.714,14.62
PC,4,256,500,1,10,11,152.469547,0.714,15.79
PC,4,256,500,1,10,12,151.72013,0.714,16.96
PC,4,256,500,1,10,13,150.972066,0.714,18.12
PC,4,256,500,1,10,14,150.282933,0.714,19.28
PC,4,256,500,1,10,15,149.842962,0.674,21.92
PC,4,256,500,1,10,16,149.536045,0.674,23.09
PC,4,256,500,1,10,17,149.231135,0.674,24.25
PC,4,256,500,1,10,18,148.928568,0.674,25.41
PC,4,256,500,1,10,19,148.69931,0.674,26.58
PC,4,256,500,1,10,20,148.412223,0.701,29.22
PC,4,256,500,1,10,21,148.145161,0.701,30.38
PC,4,256,500,1,10,22,147.890876,0.701,31.55
PC,4,256,500,1,10,23,147.596867,0.701,32.71
PC,4,256,500,1,10,24,147.31253,0.701,33.88
PC,4,256,500,1,10,25,147.108802,0.717,36.52
PC,4,256,500,1,10,26,146.996661,0.717,37.68
PC,4,256,500,1,10,27,146.853883,0.717,38.84
PC,4,256,500,1,10,28,146.734149,0.717,40.01
PC,4,256,500,1,10,29,146.533741,0.717,41.17
PC,4,256,500,1,10,30,146.420104,0.693,43.81
PC,4,256,500,1,20,1,209.074279,,1.88
PC,4,256,500,1,20,2,173.539624,,3.75
PC,4,256,500,1,20,3,162.631276,,5.63
PC,4,256,500,1,20,4,156.682533,,7.5
PC,4,256,500,1,20,5,152.748872,0.73,12.23
PC,4,256,500,1,20,6,149.946718,0.73,14.11
PC,4,256,500,1,20,7,147.824926,0.73,15.98
PC,4,256,500,1,20,8,145.969754,0.73,17.85
PC,4,256,500,1,20,9,144.599015,0.73,19.72
PC,4,256,500,1,20,10,143.393517,0.711,24.52
PC,4,256,500,1,20,11,142.639629,0.711,26.4
PC,4,256,500,1,20,12,141.689813,0.711,28.28
PC,4,256,500,1,20,13,140.778561,0.711,30.15
PC,4,256,500,1,20,14,140.398326,0.711,32.03
PC,4,256,500,1,20,15,140.377453,0.69,36.81
PC,4,256,500,1,20,16,139.477969,0.69,38.69
PC,4,256,500,1,20,17,139.320059,0.69,40.56
PC,4,256,500,1,20,18,138.810435,0.69,42.44
PC,4,256,500,1,20,19,138.633375,0.69,44.31
