algorithm,num_layers,hidden_size,train_size,seed,inference_steps,epoch,train_energy,test_acc,wall_time_s
PC,2,256,500,2,20,19,137.824267,0.777,26.06
PC,2,256,500,2,20,20,137.508165,0.772,28.97
PC,2,256,500,2,20,21,137.47289,0.772,30.47
PC,2,256,500,2,20,22,137.310482,0.772,31.56
PC,2,256,500,2,20,23,137.135813,0.772,32.64
PC,2,256,500,2,20,24,137.089324,0.772,33.71
PC,2,256,500,2,20,25,136.874028,0.768,36.58
PC,2,256,500,2,20,26,136.698403,0.768,37.67
PC,2,256,500,2,20,27,136.757302,0.768,38.75
PC,2,256,500,2,20,28,136.608683,0.768,39.83
PC,2,256,500,2,20,29,136.622061,0.768,40.91
PC,2,256,500,2,20,30,136.48217,0.759,43.79
PC,2,256,500,2,50,1,205.907229,,2.33
PC,2,256,500,2,50,2,169.00069,,4.62
PC,2,256,500,2,50,3,157.827645,,6.91
PC,2,256,500,2,50,4,151.524734,,9.21
PC,2,256,500,2,50,5,147.282415,0.813,15.89
PC,2,256,500,2,50,6,144.182961,0.813,18.19
PC,2,256,500,2,50,7,141.784205,0.813,20.49
PC,2,256,500,2,50,8,139.981927,0.813,22.79
PC,2,256,500,2,50,9,138.710498,0.813,25.08
PC,2,256,500,2,50,10,137.527691,0.786,31.83
PC,2,256,500,2,50,11,136.459345,0.786,34.14
PC,2,256,500,2,50,12,135.706584,0.786,36.44
PC,2,256,500,2,50,13,135.365886,0.786,38.74
PC,2,256,500,2,50,14,134.583896,0.786,41.03
PC,2,256,500,2,50,15,134.112189,0.783,47.71
PC,2,256,500,2,50,16,133.744408,0.783,50.01
PC,2,256,500,2,50,17,133.679296,0.783,52.3
PC,2,256,500,2,50,18,133.306705,0.783,54.59
PC,2,256,500,2,50,19,133.379858,0.783,56.89
PC,2,256,500,2,50,20,133.718639,0.756,63.56
PC,2,256,500,2,50,21,132.75706,0.756,65.86
PC,2,256,500,2,50,22,132.796302,0.756,68.17
PC,2,256,500,2,50,23,132.653678,0.756,70.46
PC,2,256,500,2,50,24,132.25933,0.756,72.76
PC,2,256,500,2,50,25,132.587948,0.758,79.5
PC,2,256,500,2,50,26,132.665977,0.758,81.79
PC,2,256,500,2,50,27,132.567253,0.758,84.09
PC,2,256,500,2,50,28,132.166699,0.758,86.39
PC,2,256,500,2,50,29,132.365363,0.758,88.68
PC,2,256,500,2,50,30,132.029951,0.743,95.37
PC,2,256,1000,0,10,1,203.052554,,1.38
PC,2,256,1000,0,10,2,172.140437,,2.75
PC,2,256,1000,0,10,3,163.663575,,4.12
PC,2,256,1000,0,10,4,159.02957,,5.48
PC,2,256,1000,0,10,5,155.909471,0.769,7.79
PC,2,256,1000,0,10,6,153.74248,0.769,9.15
PC,2,256,1000,0,10,7,152.082851,0.769,10.52
PC,2,256,1000,0,10,8,150.838104,0.769,11.88
PC,2,256,1000,0,10,9,149.716974,0.769,13.24
PC,2,256,1000,0,10,10,148.855538,0.736,15.54
PC,2,256,1000,0,10,11,148.178036,0.736,16.9
PC,2,256,1000,0,10,12,147.63837,0.736,18.26
PC,2,256,1000,0,10,13,147.044933,0.736,19.63
PC,2,256,1000,0,10,14,146.696095,0.736,21.0
PC,2,256,1000,0,10,15,146.352765,0.719,23.29
PC,2,256,1000,0,10,16,146.057021,0.719,24.65
PC,2,256,1000,0,10,17,145.885869,0.719,26.01
PC,2,256,1000,0,10,18,145.617036,0.719,27.38
PC,2,256,1000,0,10,19,145.493731,0.719,28.74
PC,2,256,1000,0,10,20,145.251508,0.721,31.02
PC,2,256,1000,0,10,21,145.18949,0.721,32.39
PC,2,256,1000,0,10,22,145.070035,0.721,33.75
PC,2,256,1000,0,10,23,144.973433,0.721,35.12
PC,2,256,1000,0,10,24,144.859195,0.721,36.48
PC,2,256,1000,0,10,25,144.877655,0.714,38.76
PC,2,256,1000,0,10,26,144.783262,0.714,40.13
PC,2,256,1000,0,10,27,144.706461,0.714,41.5
PC,2,256,1000,0,10,28,144.712204,0.714,42.87
PC,2,256,1000,0,10,29,144.642633,0.714,44.23
PC,2,256,1000,0,10,30,144.696593,0.724,46.52
PC,2,256,1000,0,20,1,192.531366,,2.17
PC,2,256,1000,0,20,2,161.640389,,4.34
PC,2,256,1000,0,20,3,152.922056,,6.51
PC,2,256,1000,0,20,4,147.9957,,8.68
PC,2,256,1000,0,20,5,144.835157,0.779,12.67
PC,2,256,1000,0,20,6,142.682669,0.779,14.84
PC,2,256,1000,0,20,7,141.174176,0.779,17.01
PC,2,256,1000,0,20,8,140.086914,0.779,19.17
PC,2,256,1000,0,20,9,139.2699,0.779,21.34
PC,2,256,1000,0,20,10,138.78032,0.767,25.31
PC,2,256,1000,0,20,11,138.305676,0.767,27.49
PC,2,256,1000,0,20,12,138.010951,0.767,29.66
PC,2,256,1000,0,20,13,137.729817,0.767,31.83
PC,2,256,1000,0,20,14,137.517893,0.767,34.0
PC,2,256,1000,0,20,15,137.459637,0.769,37.96
PC,2,256,1000,0,20,16,137.260313,0.769,40.13
PC,2,256,1000,0,20,17,137.107415,0.769,42.3
PC,2,256,1000,0,20,18,136.901211,0.769,44.46
PC,2,256,1000,0,20,19,136.879256,0.769,46.64
PC,2,256,1000,0,20,20,136.81146,0.749,50.64
PC,2,256,1000,0,20,21,136.672397,0.749,52.83
PC,2,256,1000,0,20,22,136.64815,0.749,55.0
PC,2,256,1000,0,20,23,136.555906,0.749,57.17
PC,2,256,1000,0,20,24,136.456255,0.749,59.35
PC,2,256,1000,0,20,25,136.51469,0.767,63.31
PC,2,256,1000,0,20,26,136.477647,0.767,65.48
PC,2,256,1000,0,20,27,136.275503,0.767,67.65
PC,2,256,1000,0,20,28,136.21641,0.767,69.81
PC,2,256,1000,0,20,29,136.317088,0.767,71.98
PC,2,256,1000,0,20,30,136.255689,0.767,75.95
PC,2,256,1000,0,50,1,188.026013,,4.6
PC,2,256,1000,0,50,2,155.919234,,9.19
PC,2,256,1000,0,50,3,146.977246,,13.78
PC,2,256,1000,0,50,4,142.160661,,18.37
PC,2,256,1000,0,50,5,139.732927,0.764,27.36
PC,2,256,1000,0,50,6,137.109743,0.764,31.95
PC,2,256,1000,0,50,7,135.8577,0.764,36.53
PC,2,256,1000,0,50,8,134.851858,0.764,41.14
PC,2,256,1000,0,50,9,134.419472,0.764,45.73
PC,2,256,1000,0,50,10,134.146413,0.748,54.73
PC,2,256,1000,0,50,11,133.488189,0.748,59.34
PC,2,256,1000,0,50,12,132.864802,0.748,63.93
PC,2,256,1000,0,50,13,132.891125,0.748,68.51
PC,2,256,1000,0,50,14,132.788939,0.748,73.1
PC,2,256,1000,0,50,15,132.523941,0.721,82.09
PC,2,256,1000,0,50,16,132.919662,0.721,87.08
PC,2,256,1000,0,50,17,132.259189,0.721,92.17
PC,2,256,1000,0,50,18,132.573628,0.721,97.02
PC,2,256,1000,0,50,19,133.045297,0.721,101.95
PC,2,256,1000,0,50,20,132.208723,0.724,111.65
PC,2,256,1000,0,50,21,133.180624,0.724,116.63
PC,2,256,1000,0,50,22,132.046905,0.724,121.66
PC,2,256,1000,0,50,23,131.850209,0.724,126.97
PC,2,256,1000,0,50,24,132.069772,0.724,131.95
PC,2,256,1000,0,50,25,132.075606,0.758,141.71
PC,2,256,1000,0,50,26,132.007972,0.758,146.67
PC,2,256,1000,0,50,27,132.210718,0.758,151.59
PC,2,256,1000,0,50,28,132.193933,0.758,157.52
PC,2,256,1000,0,50,29,132.588034,0.758,163.08
PC,2,256,1000,0,50,30,132.095315,0.746,172.74
PC,2,256,1000,1,10,1,203.142178,,1.58
PC,2,256,1000,1,10,2,171.123895,,3.07
PC,2,256,1000,1,10,3,162.905185,,4.52
PC,2,256,1000,1,10,4,158.258523,,5.98
PC,2,256,1000,1,10,5,155.24,0.79,8.42
PC,2,256,1000,1,10,6,152.990646,0.79,9.86
PC,2,256,1000,1,10,7,151.395644,0.79,11.31
PC,2,256,1000,1,10,8,150.243192,0.79,12.76
PC,2,256,1000,1,10,9,149.114814,0.79,14.23
PC,2,256,1000,1,10,10,148.251192,0.774,16.75
PC,2,256,1000,1,10,11,147.617533,0.774,18.19
PC,2,256,1000,1,10,12,147.029621,0.774,19.64
PC,2,256,1000,1,10,13,146.498984,0.774,21.09
PC,2,256,1000,1,10,14,146.108309,0.774,22.59
PC,2,256,1000,1,10,15,145.722153,0.758,25.07
PC,2,256,1000,1,10,16,145.456158,0.758,26.5
PC,2,256,1000,1,10,17,145.278792,0.758,27.95
PC,2,256,1000,1,10,18,145.144764,0.758,29.4
PC,2,256,1000,1,10,19,145.010503,0.758,30.85
PC,2,256,1000,1,10,20,144.797585,0.721,33.33
PC,2,256,1000,1,10,21,144.648724,0.721,34.83
PC,2,256,1000,1,10,22,144.552743,0.721,36.28
PC,2,256,1000,1,10,23,144.478313,0.721,37.73
PC,2,256,1000,1,10,24,144.46605,0.721,39.18
PC,2,256,1000,1,10,25,144.382704,0.752,41.59
PC,2,256,1000,1,10,26,144.323291,0.752,43.06
PC,2,256,1000,1,10,27,144.219383,0.752,44.51
PC,2,256,1000,1,10,28,144.155014,0.752,45.97
PC,2,256,1000,1,10,29,144.13586,0.752,47.44
PC,2,256,1000,1,10,30,144.030546,0.732,50.08
PC,2,256,1000,1,20,1,192.122624,,2.44
PC,2,256,1000,1,20,2,160.363549,,4.89
PC,2,256,1000,1,20,3,151.723354,,7.36
PC,2,256,1000,1,20,4,146.944573,,9.82
PC,2,256,1000,1,20,5,143.819872,0.805,14.28
PC,2,256,1000,1,20,6,141.692011,0.805,16.74
PC,2,256,1000,1,20,7,140.279359,0.805,19.25
PC,2,256,1000,1,20,8,139.132668,0.805,21.59
PC,2,256,1000,1,20,9,138.496085,0.805,23.87
PC,2,256,1000,1,20,10,137.916138,0.772,28.11
PC,2,256,1000,1,20,11,137.518944,0.772,30.42
PC,2,256,1000,1,20,12,137.242604,0.772,32.73
PC,2,256,1000,1,20,13,136.996146,0.772,35.04
PC,2,256,1000,1,20,14,136.649095,0.772,37.37
PC,2,256,1000,1,20,15,136.701262,0.755,41.57
PC,2,256,1000,1,20,16,136.56708,0.755,43.88
PC,2,256,1000,1,20,17,136.298518,0.755,46.2
PC,2,256,1000,1,20,18,136.269524,0.755,48.52
PC,2,256,1000,1,20,19,136.153966,0.755,50.84
PC,2,256,1000,1,20,20,136.036093,0.78,55.05
PC,2,256,1000,1,20,21,135.959591,0.78,57.37
PC,2,256,1000,1,20,22,135.829265,0.78,59.68
PC,2,256,1000,1,20,23,135.853061,0.78,62.0
PC,2,256,1000,1,20,24,135.726605,0.78,64.31
PC,2,256,1000,1,20,25,135.741348,0.791,68.51
PC,2,256,1000,1,20,26,135.655254,0.791,70.85
PC,2,256,1000,1,20,27,135.595258,0.791,73.19
PC,2,256,1000,1,20,28,135.585184,0.791,75.48
PC,2,256,1000,1,20,29,135.54356,0.791,77.79
PC,2,256,1000,1,20,30,135.531717,0.784,81.97
PC,2,256,1000,1,50,1,187.536566,,4.84
PC,2,256,1000,1,50,2,154.86526,,9.68
PC,2,256,1000,1,50,3,145.954518,,14.52
PC,2,256,1000,1,50,4,141.186927,,19.39
PC,2,256,1000,1,50,5,138.326837,0.776,28.84
PC,2,256,1000,1,50,6,136.191193,0.776,33.69
PC,2,256,1000,1,50,7,135.068441,0.776,38.53
PC,2,256,1000,1,50,8,133.752553,0.776,43.36
PC,2,256,1000,1,50,9,133.327348,0.776,48.19
PC,2,256,1000,1,50,10,133.172271,0.753,57.69
PC,2,256,1000,1,50,11,132.382157,0.753,62.55
PC,2,256,1000,1,50,12,131.903757,0.753,67.4
PC,2,256,1000,1,50,13,132.138308,0.753,72.24
PC,2,256,1000,1,50,14,131.514781,0.753,77.08
PC,2,256,1000,1,50,15,131.724565,0.747,86.64
PC,2,256,1000,1,50,16,132.923241,0.747,91.66
PC,2,256,1000,1,50,17,131.322568,0.747,96.25
PC,2,256,1000,1,50,18,130.980068,0.747,100.96
PC,2,256,1000,1,50,19,131.804229,0.747,105.55
PC,2,256,1000,1,50,20,131.10668,0.767,114.55
PC,2,256,1000,1,50,21,131.190431,0.767,119.14
PC,2,256,1000,1,50,22,131.209945,0.767,123.73
PC,2,256,1000,1,50,23,131.385815,0.767,128.31
PC,2,256,1000,1,50,24,131.991469,0.767,132.89
PC,2,256,1000,1,50,25,130.645149,0.788,141.83
PC,2,256,1000,1,50,26,131.336674,0.788,146.4
PC,2,256,1000,1,50,27,130.939365,0.788,150.98
PC,2,256,1000,1,50,28,131.072749,0.788,155.56
PC,2,256,1000,1,50,29,131.122334,0.788,160.14
PC,2,256,1000,1,50,30,131.230214,0.766,169.17
PC,2,256,1000,2,10,1,203.647208,,1.36
PC,2,256,1000,2,10,2,172.628026,,2.72
PC,2,256,1000,2,10,3,164.140009,,4.09
PC,2,256,1000,2,10,4,159.546839,,5.45
PC,2,256,1000,2,10,5,156.391604,0.759,7.74
PC,2,256,1000,2,10,6,154.238529,0.759,9.1
PC,2,256,1000,2,10,7,152.804427,0.759,10.46
PC,2,256,1000,2,10,8,151.536407,0.759,11.82
PC,2,256,1000,2,10,9,150.444029,0.759,13.18
PC,2,256,1000,2,10,10,149.53822,0.7,15.47
PC,2,256,1000,2,10,11,148.93809,0.7,16.83
PC,2,256,1000,2,10,12,148.393171,0.7,18.19
PC,2,256,1000,2,10,13,147.783726,0.7,19.55
PC,2,256,1000,2,10,14,147.286767,0.7,20.91
PC,2,256,1000,2,10,15,146.948691,0.721,23.19
PC,2,256,1000,2,10,16,146.687667,0.721,24.56
PC,2,256,1000,2,10,17,146.507152,0.721,25.92
PC,2,256,1000,2,10,18,146.366009,0.721,27.28
PC,2,256,1000,2,10,19,146.019832,0.721,28.64
PC,2,256,1000,2,10,20,145.913116,0.708,30.91
PC,2,256,1000,2,10,21,145.756845,0.708,32.27
PC,2,256,1000,2,10,22,145.631922,0.708,33.63
PC,2,256,1000,2,10,23,145.634073,0.708,34.99
PC,2,256,1000,2,10,24,145.684808,0.708,36.35
PC,2,256,1000,2,10,25,145.533058,0.711,38.65
PC,2,256,1000,2,10,26,145.517549,0.711,40.01
PC,2,256,1000,2,10,27,145.509428,0.711,41.36
PC,2,256,1000,2,10,28,145.412765,0.711,42.72
PC,2,256,1000,2,10,29,145.329457,0.711,44.09
PC,2,256,1000,2,10,30,145.337906,0.738,46.36
PC,2,256,1000,2,20,1,192.730562,,2.16
PC,2,256,1000,2,20,2,162.27431,,4.33
PC,2,256,1000,2,20,3,153.507383,,6.49
PC,2,256,1000,2,20,4,148.670078,,8.66
PC,2,256,1000,2,20,5,145.51578,0.788,12.61
PC,2,256,1000,2,20,6,143.336348,0.788,14.77
PC,2,256,1000,2,20,7,141.878997,0.788,16.94
PC,2,256,1000,2,20,8,140.845669,0.788,19.11
PC,2,256,1000,2,20,9,139.990827,0.788,21.27
PC,2,256,1000,2,20,10,139.436589,0.778,25.25
PC,2,256,1000,2,20,11,139.089439,0.778,27.42
PC,2,256,1000,2,20,12,138.722981,0.778,29.59
PC,2,256,1000,2,20,13,138.422215,0.778,31.77
PC,2,256,1000,2,20,14,138.318549,0.778,33.93
PC,2,256,1000,2,20,15,138.195973,0.765,37.89
PC,2,256,1000,2,20,16,137.985396,0.765,40.05
PC,2,256,1000,2,20,17,137.936259,0.765,42.22
PC,2,256,1000,2,20,18,137.721438,0.765,44.38
PC,2,256,1000,2,20,19,137.613467,0.765,46.55
PC,2,256,1000,2,20,20,137.503826,0.755,50.5
PC,2,256,1000,2,20,21,137.352782,0.755,52.67
PC,2,256,1000,2,20,22,137.249314,0.755,54.84
PC,2,256,1000,2,20,23,137.19666,0.755,57.0
PC,2,256,1000,2,20,24,137.229362,0.755,59.17
PC,2,256,1000,2,20,25,137.036064,0.767,63.12
PC,2,256,1000,2,20,26,137.106562,0.767,65.28
PC,2,256,1000,2,20,27,136.984487,0.767,67.45
PC,2,256,1000,2,20,28,136.958831,0.767,69.61
PC,2,256,1000,2,20,29,136.914649,0.767,71.78
PC,2,256,1000,2,20,30,136.874091,0.758,75.75
PC,2,256,1000,2,50,1,188.054692,,4.58
PC,2,256,1000,2,50,2,156.303979,,9.16
PC,2,256,1000,2,50,3,147.447786,,13.74
PC,2,256,1000,2,50,4,142.595552,,18.31
PC,2,256,1000,2,50,5,139.871834,0.801,27.32
PC,2,256,1000,2,50,6,137.709844,0.801,31.89
PC,2,256,1000,2,50,7,136.54855,0.801,36.47
PC,2,256,1000,2,50,8,135.452759,0.801,41.04
PC,2,256,1000,2,50,9,134.825608,0.801,45.63
PC,2,256,1000,2,50,10,134.744829,0.784,54.59
PC,2,256,1000,2,50,11,134.179869,0.784,59.17
PC,2,256,1000,2,50,12,133.579088,0.784,63.76
PC,2,256,1000,2,50,13,133.400454,0.784,68.34
PC,2,256,1000,2,50,14,133.326751,0.784,72.94
PC,2,256,1000,2,50,15,133.339328,0.741,81.92
PC,2,256,1000,2,50,16,133.241077,0.741,86.52
PC,2,256,1000,2,50,17,133.261642,0.741,91.12
PC,2,256,1000,2,50,18,132.921144,0.741,95.71
PC,2,256,1000,2,50,19,133.23155,0.741,100.3
PC,2,256,1000,2,50,20,133.115176,0.734,109.28
PC,2,256,1000,2,50,21,133.106397,0.734,113.87
PC,2,256,1000,2,50,22,133.551108,0.734,118.46
PC,2,256,1000,2,50,23,132.806309,0.734,123.05
PC,2,256,1000,2,50,24,133.262938,0.734,127.64
PC,2,256,1000,2,50,25,132.710936,0.751,136.6
PC,2,256,1000,2,50,26,132.872796,0.751,141.18
PC,2,256,1000,2,50,27,132.954083,0.751,145.77
PC,2,256,1000,2,50,28,133.107639,0.751,150.35
PC,2,256,1000,2,50,29,133.376015,0.751,154.93
PC,2,256,1000,2,50,30,132.69625,0.749,163.9
PC,2,256,5000,0,10,1,172.699383,,6.81
PC,2,256,5000,0,10,2,153.958697,,13.61
PC,2,256,5000,0,10,3,150.359185,,20.41
PC,2,256,5000,0,10,4,148.965741,,27.21
PC,2,256,5000,0,10,5,148.398706,0.766,34.93
PC,2,256,5000,0,10,6,148.091491,0.766,41.72
PC,2,256,5000,0,10,7,147.888808,0.766,48.52
PC,2,256,5000,0,10,8,147.814851,0.766,55.31
PC,2,256,5000,0,10,9,147.789362,0.766,62.11
PC,2,256,5000,0,10,10,147.794185,0.713,69.82
PC,2,256,5000,0,10,11,147.871831,0.713,76.62
PC,2,256,5000,0,10,12,148.0223,0.713,83.42
PC,2,256,5000,0,10,13,148.303632,0.713,90.22
PC,2,256,5000,0,10,14,148.49203,0.713,97.04
PC,2,256,5000,0,10,15,148.466406,0.721,104.77
PC,2,256,5000,0,10,16,148.471223,0.721,111.57
PC,2,256,5000,0,10,17,148.391724,0.721,118.37
PC,2,256,5000,0,10,18,148.442535,0.721,125.17
PC,2,256,5000,0,10,19,148.416368,0.721,131.97
PC,2,256,5000,0,10,20,148.52263,0.721,139.69
PC,2,256,5000,0,10,21,148.600357,0.721,146.48
PC,2,256,5000,0,10,22,148.709115,0.721,153.28
PC,2,256,5000,0,10,23,148.89787,0.721,160.08
PC,2,256,5000,0,10,24,148.968243,0.721,166.87
PC,2,256,5000,0,10,25,149.034622,0.725,174.6
PC,2,256,5000,0,10,26,149.060859,0.725,181.41
PC,2,256,5000,0,10,27,149.230712,0.725,188.2
PC,2,256,5000,0,10,28,149.231316,0.725,195.0
PC,2,256,5000,0,10,29,149.225694,0.725,201.8
PC,2,256,5000,0,10,30,149.248088,0.695,209.51
PC,2,256,5000,0,20,1,161.370709,,10.83
PC,2,256,5000,0,20,2,142.370668,,21.66
PC,2,256,5000,0,20,3,139.857082,,32.5
PC,2,256,5000,0,20,4,139.076587,,43.35
PC,2,256,5000,0,20,5,138.625459,0.754,55.98
PC,2,256,5000,0,20,6,138.419999,0.754,66.8
PC,2,256,5000,0,20,7,138.248997,0.754,77.64
PC,2,256,5000,0,20,8,138.236808,0.754,88.48
PC,2,256,5000,0,20,9,138.244107,0.754,99.3
PC,2,256,5000,0,20,10,138.24462,0.735,111.93
PC,2,256,5000,0,20,11,138.427682,0.735,122.74
PC,2,256,5000,0,20,12,138.484725,0.735,133.56
PC,2,256,5000,0,20,13,138.548132,0.735,144.39
PC,2,256,5000,0,20,14,138.618691,0.735,155.22
PC,2,256,5000,0,20,15,138.703557,0.729,167.87
PC,2,256,5000,0,20,16,138.805895,0.729,178.71
PC,2,256,5000,0,20,17,138.795159,0.729,189.54
PC,2,256,5000,0,20,18,138.911157,0.729,200.37
PC,2,256,5000,0,20,19,138.950503,0.729,211.2
PC,2,256,5000,0,20,20,138.991586,0.762,223.84
PC,2,256,5000,0,20,21,139.063988,0.762,234.67
PC,2,256,5000,0,20,22,139.019114,0.762,245.49
PC,2,256,5000,0,20,23,139.104082,0.762,256.31
PC,2,256,5000,0,20,24,139.146858,0.762,267.13
PC,2,256,5000,0,20,25,139.159311,0.759,279.75
PC,2,256,5000,0,20,26,139.139048,0.759,290.57
PC,2,256,5000,0,20,27,139.223276,0.759,301.39
PC,2,256,5000,0,20,28,139.164604,0.759,312.21
PC,2,256,5000,0,20,29,139.256394,0.759,323.02
PC,2,256,5000,0,20,30,139.319369,0.747,335.62
PC,2,256,5000,0,50,1,155.752882,,22.91
PC,2,256,5000,0,50,2,136.841449,,45.83
PC,2,256,5000,0,50,3,134.600631,,68.73
PC,2,256,5000,0,50,4,133.945876,,91.62
PC,2,256,5000,0,50,5,133.590697,0.753,118.9
PC,2,256,5000,0,50,6,133.620933,0.753,141.8
PC,2,256,5000,0,50,7,133.453109,0.753,164.69
PC,2,256,5000,0,50,8,133.395805,0.753,187.56
PC,2,256,5000,0,50,9,133.533121,0.753,210.47
PC,2,256,5000,0,50,10,133.590169,0.751,237.76
PC,2,256,5000,0,50,11,133.467569,0.751,260.66
PC,2,256,5000,0,50,12,133.496809,0.751,283.56
PC,2,256,5000,0,50,13,133.481568,0.751,306.44
PC,2,256,5000,0,50,14,133.353071,0.751,329.31
PC,2,256,5000,0,50,15,133.477949,0.705,356.63
PC,2,256,5000,0,50,16,133.553933,0.705,379.55
PC,2,256,5000,0,50,17,133.550125,0.705,402.45
PC,2,256,5000,0,50,18,133.539056,0.705,425.34
PC,2,256,5000,0,50,19,133.472182,0.705,448.25
PC,2,256,5000,0,50,20,133.518694,0.733,475.53
PC,2,256,5000,0,50,21,133.633492,0.733,498.43
PC,2,256,5000,0,50,22,133.581158,0.733,521.34
PC,2,256,5000,0,50,23,133.765989,0.733,544.26
PC,2,256,5000,0,50,24,133.556302,0.733,567.2
PC,2,256,5000,0,50,25,133.467197,0.773,594.55
PC,2,256,5000,0,50,26,133.535491,0.773,617.47
PC,2,256,5000,0,50,27,133.576084,0.773,640.37
PC,2,256,5000,0,50,28,133.657513,0.773,663.29
PC,2,256,5000,0,50,29,133.663033,0.773,686.2
PC,2,256,5000,0,50,30,133.631486,0.742,713.53
PC,2,256,5000,1,10,1,172.438859,,6.8
PC,2,256,5000,1,10,2,153.947747,,13.6
PC,2,256,5000,1,10,3,150.252408,,20.41
PC,2,256,5000,1,10,4,148.852811,,27.22
PC,2,256,5000,1,10,5,148.191192,0.765,34.95
PC,2,256,5000,1,10,6,147.774927,0.765,41.75
PC,2,256,5000,1,10,7,147.626656,0.765,48.56
PC,2,256,5000,1,10,8,147.536964,0.765,55.36
PC,2,256,5000,1,10,9,147.516873,0.765,62.17
PC,2,256,5000,1,10,10,147.577158,0.732,69.89
PC,2,256,5000,1,10,11,147.625297,0.732,76.69
PC,2,256,5000,1,10,12,147.661974,0.732,83.51
PC,2,256,5000,1,10,13,147.740863,0.732,90.32
PC,2,256,5000,1,10,14,147.884227,0.732,97.14
PC,2,256,5000,1,10,15,148.13271,0.743,104.89
PC,2,256,5000,1,10,16,148.300088,0.743,111.69
PC,2,256,5000,1,10,17,148.386356,0.743,118.49
PC,2,256,5000,1,10,18,148.581533,0.743,125.3
PC,2,256,5000,1,10,19,148.693751,0.743,132.1
PC,2,256,5000,1,10,20,148.767265,0.712,139.83
PC,2,256,5000,1,10,21,148.860764,0.712,146.62
PC,2,256,5000,1,10,22,148.880209,0.712,153.43
PC,2,256,5000,1,10,23,148.927937,0.712,160.23
PC,2,256,5000,1,10,24,148.940964,0.712,167.02
PC,2,256,5000,1,10,25,148.963615,0.725,174.74
PC,2,256,5000,1,10,26,149.008295,0.725,181.54
PC,2,256,5000,1,10,27,148.988056,0.725,188.33
PC,2,256,5000,1,10,28,149.035714,0.725,195.12
PC,2,256,5000,1,10,29,149.010811,0.725,201.92
PC,2,256,5000,1,10,30,148.974673,0.727,209.64
PC,2,256,5000,1,20,1,161.170962,,10.82
PC,2,256,5000,1,20,2,142.354249,,21.63
PC,2,256,5000,1,20,3,139.843259,,32.44
PC,2,256,5000,1,20,4,139.068701,,43.25
PC,2,256,5000,1,20,5,138.609423,0.76,55.86
PC,2,256,5000,1,20,6,138.318207,0.76,66.69
PC,2,256,5000,1,20,7,138.109783,0.76,77.52
PC,2,256,5000,1,20,8,138.076098,0.76,88.34
PC,2,256,5000,1,20,9,138.134231,0.76,99.15
PC,2,256,5000,1,20,10,138.183636,0.76,111.75
PC,2,256,5000,1,20,11,138.160644,0.76,122.56
PC,2,256,5000,1,20,12,138.271978,0.76,133.37
PC,2,256,5000,1,20,13,138.328833,0.76,144.2
PC,2,256,5000,1,20,14,138.415366,0.76,155.03
PC,2,256,5000,1,20,15,138.536303,0.739,167.64
PC,2,256,5000,1,20,16,138.637142,0.739,178.46
PC,2,256,5000,1,20,17,138.723928,0.739,189.27
PC,2,256,5000,1,20,18,138.852012,0.739,200.09
PC,2,256,5000,1,20,19,138.982117,0.739,210.9
PC,2,256,5000,1,20,20,139.034275,0.762,223.49
PC,2,256,5000,1,20,21,139.073218,0.762,234.3
PC,2,256,5000,1,20,22,139.093261,0.762,245.11
PC,2,256,5000,1,20,23,139.146992,0.762,255.93
PC,2,256,5000,1,20,24,139.200175,0.762,266.75
PC,2,256,5000,1,20,25,139.211772,0.742,279.37
PC,2,256,5000,1,20,26,139.206373,0.742,290.19
PC,2,256,5000,1,20,27,139.247379,0.742,301.0
PC,2,256,5000,1,20,28,139.339944,0.742,311.8
PC,2,256,5000,1,20,29,139.290048,0.742,322.61
PC,2,256,5000,1,20,30,139.274723,0.733,335.2
PC,2,256,5000,1,50,1,155.583842,,22.88
PC,2,256,5000,1,50,2,136.645602,,45.78
PC,2,256,5000,1,50,3,134.470437,,68.71
PC,2,256,5000,1,50,4,133.884644,,91.67
PC,2,256,5000,1,50,5,133.589886,0.713,119.0
PC,2,256,5000,1,50,6,133.615825,0.713,141.91
PC,2,256,5000,1,50,7,133.395989,0.713,164.81
PC,2,256,5000,1,50,8,133.400671,0.713,187.71
PC,2,256,5000,1,50,9,133.458644,0.713,210.59
PC,2,256,5000,1,50,10,133.420368,0.746,237.95
PC,2,256,5000,1,50,11,133.430466,0.746,260.89
PC,2,256,5000,1,50,12,133.523085,0.746,283.83
PC,2,256,5000,1,50,13,133.318172,0.746,306.78
PC,2,256,5000,1,50,14,133.296074,0.746,329.7
PC,2,256,5000,1,50,15,133.411064,0.686,357.01
PC,2,256,5000,1,50,16,133.396308,0.686,379.97
PC,2,256,5000,1,50,17,133.483375,0.686,402.92
PC,2,256,5000,1,50,18,133.489709,0.686,425.86
PC,2,256,5000,1,50,19,133.460239,0.686,448.79
PC,2,256,5000,1,50,20,133.39679,0.731,476.12
PC,2,256,5000,1,50,21,133.447247,0.731,499.03
PC,2,256,5000,1,50,22,133.445918,0.731,521.95
PC,2,256,5000,1,50,23,133.490795,0.731,544.86
PC,2,256,5000,1,50,24,133.50589,0.731,567.83
PC,2,256,5000,1,50,25,133.593909,0.722,595.16
PC,2,256,5000,1,50,26,133.485556,0.722,618.08
PC,2,256,5000,1,50,27,133.560186,0.722,640.99
