algorithm,num_layers,hidden_size,train_size,seed,inference_steps,epoch,train_loss_or_energy,test_acc,wall_time_s,eval_time_s,optimiser_steps,inference_steps_total
PC,2,256,1000,3,50,21,144.387517,0.797,4.7236,4.416,1000,50000
PC,2,256,1000,3,50,22,144.13152,0.788,4.7264,4.5148,1000,50000
PC,2,256,1000,3,50,23,143.880342,0.787,4.7453,4.5962,1000,50000
PC,2,256,1000,3,50,24,143.546971,0.786,4.7517,4.541,1000,50000
PC,2,256,1000,3,50,25,143.410423,0.787,4.7724,4.4956,1000,50000
PC,2,256,1000,3,50,26,143.117341,0.785,4.751,4.4794,1000,50000
PC,2,256,1000,3,50,27,142.867337,0.79,4.7447,4.4963,1000,50000
PC,2,256,1000,3,50,28,142.725581,0.788,4.7369,4.4773,1000,50000
PC,2,256,1000,3,50,29,142.604347,0.789,4.7349,4.4075,1000,50000
PC,2,256,1000,3,50,30,142.516074,0.788,4.725,4.3744,1000,50000
BP,2,256,5000,3,0,1,0.60813,0.887,0.1907,0.0294,79,0
BP,2,256,5000,3,0,2,0.273643,0.915,0.189,0.0297,79,0
BP,2,256,5000,3,0,3,0.17094,0.927,0.1894,0.0298,79,0
BP,2,256,5000,3,0,4,0.129541,0.931,0.1893,0.0301,79,0
BP,2,256,5000,3,0,5,0.072051,0.944,0.1893,0.0296,79,0
BP,2,256,5000,3,0,6,0.042977,0.938,0.1888,0.0299,79,0
BP,2,256,5000,3,0,7,0.028376,0.949,0.1898,0.0296,79,0
BP,2,256,5000,3,0,8,0.019249,0.947,0.1893,0.0297,79,0
BP,2,256,5000,3,0,9,0.00902,0.95,0.1888,0.0295,79,0
BP,2,256,5000,3,0,10,0.006871,0.949,0.1887,0.0296,79,0
BP,2,256,5000,3,0,11,0.003648,0.95,0.1886,0.0296,79,0
BP,2,256,5000,3,0,12,0.002624,0.953,0.1885,0.0294,79,0
BP,2,256,5000,3,0,13,0.002094,0.953,0.1883,0.0296,79,0
BP,2,256,5000,3,0,14,0.001737,0.95,0.1874,0.0296,79,0
BP,2,256,5000,3,0,15,0.001508,0.952,0.1877,0.0295,79,0
BP,2,256,5000,3,0,16,0.001274,0.952,0.1885,0.0294,79,0
BP,2,256,5000,3,0,17,0.001123,0.95,0.1876,0.0296,79,0
BP,2,256,5000,3,0,18,0.001008,0.952,0.1874,0.0292,79,0
BP,2,256,5000,3,0,19,0.000872,0.952,0.1877,0.0295,79,0
BP,2,256,5000,3,0,20,0.000775,0.952,0.1875,0.0292,79,0
BP,2,256,5000,3,0,21,0.000698,0.95,0.1871,0.0296,79,0
BP,2,256,5000,3,0,22,0.000636,0.951,0.1876,0.0294,79,0
BP,2,256,5000,3,0,23,0.000562,0.951,0.1875,0.0293,79,0
BP,2,256,5000,3,0,24,0.000522,0.952,0.1875,0.0296,79,0
BP,2,256,5000,3,0,25,0.000469,0.952,0.1885,0.0294,79,0
BP,2,256,5000,3,0,26,0.000436,0.952,0.1915,0.0294,79,0
BP,2,256,5000,3,0,27,0.000396,0.952,0.1878,0.0292,79,0
BP,2,256,5000,3,0,28,0.000365,0.951,0.1922,0.0322,79,0
BP,2,256,5000,3,0,29,0.000334,0.95,0.1998,0.03,79,0
BP,2,256,5000,3,0,30,0.00031,0.953,0.1896,0.0296,79,0
PC,2,256,5000,3,10,1,199.942497,0.74,7.0173,0.9577,5000,50000
PC,2,256,5000,3,10,2,165.900441,0.779,7.0053,0.9436,5000,50000
PC,2,256,5000,3,10,3,156.806536,0.765,7.0432,0.9506,5000,50000
PC,2,256,5000,3,10,4,152.368117,0.755,7.0151,0.9497,5000,50000
PC,2,256,5000,3,10,5,149.770616,0.731,7.019,0.9511,5000,50000
PC,2,256,5000,3,10,6,147.943925,0.723,7.007,0.9542,5000,50000
PC,2,256,5000,3,10,7,146.668529,0.73,7.0621,0.938,5000,50000
PC,2,256,5000,3,10,8,145.671853,0.736,7.0237,0.9337,5000,50000
PC,2,256,5000,3,10,9,144.937921,0.736,7.0074,0.9292,5000,50000
PC,2,256,5000,3,10,10,144.43991,0.743,6.9956,0.926,5000,50000
PC,2,256,5000,3,10,11,144.044502,0.748,6.9999,0.9173,5000,50000
PC,2,256,5000,3,10,12,143.799834,0.75,6.9789,0.9226,5000,50000
PC,2,256,5000,3,10,13,143.554193,0.748,7.0867,0.9296,5000,50000
PC,2,256,5000,3,10,14,143.395248,0.748,6.9958,0.9388,5000,50000
PC,2,256,5000,3,10,15,143.204513,0.742,6.9844,0.9414,5000,50000
PC,2,256,5000,3,10,16,143.073316,0.741,6.9794,0.9235,5000,50000
PC,2,256,5000,3,10,17,143.048871,0.75,6.9805,0.9372,5000,50000
PC,2,256,5000,3,10,18,142.992735,0.752,6.9871,0.9198,5000,50000
PC,2,256,5000,3,10,19,143.03647,0.745,6.983,0.9368,5000,50000
PC,2,256,5000,3,10,20,143.000028,0.757,6.9878,0.9262,5000,50000
PC,2,256,5000,3,10,21,142.940629,0.754,6.9987,0.9287,5000,50000
PC,2,256,5000,3,10,22,142.85431,0.747,7.0021,0.9297,5000,50000
PC,2,256,5000,3,10,23,142.916368,0.747,7.0057,0.9455,5000,50000
PC,2,256,5000,3,10,24,142.895985,0.741,6.9994,0.9414,5000,50000
PC,2,256,5000,3,10,25,142.83899,0.752,6.9958,0.931,5000,50000
PC,2,256,5000,3,10,26,142.958362,0.752,6.9962,0.9303,5000,50000
PC,2,256,5000,3,10,27,142.906016,0.746,6.9948,0.9305,5000,50000
PC,2,256,5000,3,10,28,142.950169,0.74,6.9916,0.9313,5000,50000
PC,2,256,5000,3,10,29,142.939791,0.721,7.0002,0.9322,5000,50000
PC,2,256,5000,3,10,30,143.054662,0.731,6.9899,0.9346,5000,50000
PC,2,256,5000,3,20,1,192.768784,0.804,11.2691,1.7849,5000,100000
PC,2,256,5000,3,20,2,158.525004,0.796,11.2049,1.8274,5000,100000
PC,2,256,5000,3,20,3,150.410783,0.792,11.1938,1.7906,5000,100000
PC,2,256,5000,3,20,4,147.012985,0.796,11.1693,1.797,5000,100000
PC,2,256,5000,3,20,5,145.26337,0.785,11.1607,1.783,5000,100000
PC,2,256,5000,3,20,6,144.22734,0.777,11.1476,1.8111,5000,100000
PC,2,256,5000,3,20,7,143.647799,0.771,11.162,1.7849,5000,100000
PC,2,256,5000,3,20,8,143.06428,0.762,11.1588,1.7921,5000,100000
PC,2,256,5000,3,20,9,142.808564,0.757,11.1824,1.7798,5000,100000
PC,2,256,5000,3,20,10,142.630167,0.761,11.1945,1.8071,5000,100000
PC,2,256,5000,3,20,11,142.511892,0.755,11.1525,1.8323,5000,100000
PC,2,256,5000,3,20,12,142.428425,0.752,11.1583,1.8159,5000,100000
PC,2,256,5000,3,20,13,142.374966,0.747,11.1549,1.7807,5000,100000
PC,2,256,5000,3,20,14,142.286351,0.748,11.1533,1.7777,5000,100000
PC,2,256,5000,3,20,15,142.224625,0.742,11.148,1.7842,5000,100000
PC,2,256,5000,3,20,16,142.09331,0.744,11.1407,1.8124,5000,100000
PC,2,256,5000,3,20,17,142.048989,0.736,11.2227,1.8011,5000,100000
PC,2,256,5000,3,20,18,141.943757,0.735,11.1997,1.7981,5000,100000
PC,2,256,5000,3,20,19,141.922831,0.734,11.1729,1.7854,5000,100000
PC,2,256,5000,3,20,20,141.836352,0.744,11.2058,1.8176,5000,100000
PC,2,256,5000,3,20,21,141.749774,0.745,11.2131,1.7987,5000,100000
PC,2,256,5000,3,20,22,141.679765,0.747,11.1973,1.8239,5000,100000
PC,2,256,5000,3,20,23,141.664106,0.743,11.1941,1.7842,5000,100000
PC,2,256,5000,3,20,24,141.56492,0.759,11.1977,1.8127,5000,100000
PC,2,256,5000,3,20,25,141.47572,0.757,11.166,1.7937,5000,100000
PC,2,256,5000,3,20,26,141.480369,0.742,11.2182,1.7852,5000,100000
PC,2,256,5000,3,20,27,141.38076,0.737,11.1546,1.7837,5000,100000
PC,2,256,5000,3,20,28,141.318043,0.744,11.1349,1.793,5000,100000
PC,2,256,5000,3,20,29,141.317081,0.737,11.1366,1.792,5000,100000
PC,2,256,5000,3,20,30,141.315107,0.725,11.1349,1.7893,5000,100000
PC,2,256,5000,3,50,1,192.251724,0.789,23.5632,4.4335,5000,250000
PC,2,256,5000,3,50,2,158.14838,0.786,23.7848,4.5357,5000,250000
PC,2,256,5000,3,50,3,150.611017,0.779,23.7037,4.485,5000,250000
PC,2,256,5000,3,50,4,147.433446,0.786,23.7406,4.6016,5000,250000
PC,2,256,5000,3,50,5,145.665018,0.764,23.7664,4.4067,5000,250000
PC,2,256,5000,3,50,6,144.499136,0.777,23.6164,4.395,5000,250000
PC,2,256,5000,3,50,7,143.706315,0.771,23.5251,4.3489,5000,250000
PC,2,256,5000,3,50,8,143.111769,0.763,23.3741,4.411,5000,250000
PC,2,256,5000,3,50,9,142.762743,0.753,23.0532,4.3747,5000,250000
PC,2,256,5000,3,50,10,142.431358,0.744,23.2236,4.3647,5000,250000
PC,2,256,5000,3,50,11,142.213222,0.755,23.1899,4.407,5000,250000
PC,2,256,5000,3,50,12,142.088269,0.743,23.3716,4.4038,5000,250000
PC,2,256,5000,3,50,13,141.961459,0.741,23.364,4.4488,5000,250000
PC,2,256,5000,3,50,14,141.878621,0.733,23.1303,4.359,5000,250000
PC,2,256,5000,3,50,15,141.841545,0.725,22.9968,4.3682,5000,250000
PC,2,256,5000,3,50,16,141.747836,0.739,23.1171,4.406,5000,250000
PC,2,256,5000,3,50,17,141.722509,0.726,23.035,4.4361,5000,250000
PC,2,256,5000,3,50,18,141.644558,0.732,22.9227,4.3644,5000,250000
PC,2,256,5000,3,50,19,141.685611,0.722,23.0728,4.3638,5000,250000
PC,2,256,5000,3,50,20,141.575853,0.714,22.9258,4.3628,5000,250000
PC,2,256,5000,3,50,21,141.538563,0.711,22.9393,4.4321,5000,250000
PC,2,256,5000,3,50,22,141.441981,0.718,22.9543,4.4306,5000,250000
PC,2,256,5000,3,50,23,141.445598,0.702,23.5909,4.4288,5000,250000
PC,2,256,5000,3,50,24,141.421065,0.717,23.2015,4.3619,5000,250000
PC,2,256,5000,3,50,25,141.351366,0.714,22.9321,4.3684,5000,250000
PC,2,256,5000,3,50,26,141.3735,0.701,22.9103,4.3571,5000,250000
PC,2,256,5000,3,50,27,141.303163,0.698,22.9221,4.3545,5000,250000
PC,2,256,5000,3,50,28,141.283641,0.697,22.8945,4.351,5000,250000
PC,2,256,5000,3,50,29,141.318869,0.704,22.9562,4.4263,5000,250000
PC,2,256,5000,3,50,30,141.28637,0.698,22.9388,4.3619,5000,250000
BP,2,256,1000,4,0,1,1.302712,0.81,0.0369,0.0278,16,0
BP,2,256,1000,4,0,2,0.466714,0.865,0.036,0.0273,16,0
BP,2,256,1000,4,0,3,0.271039,0.873,0.0357,0.0274,16,0
BP,2,256,1000,4,0,4,0.164661,0.877,0.0355,0.0271,16,0
BP,2,256,1000,4,0,5,0.111833,0.88,0.0358,0.0271,16,0
BP,2,256,1000,4,0,6,0.080133,0.886,0.0356,0.0271,16,0
BP,2,256,1000,4,0,7,0.05922,0.881,0.0355,0.027,16,0
BP,2,256,1000,4,0,8,0.038513,0.876,0.0356,0.027,16,0
BP,2,256,1000,4,0,9,0.023945,0.887,0.0354,0.0272,16,0
BP,2,256,1000,4,0,10,0.016573,0.888,0.0354,0.027,16,0
BP,2,256,1000,4,0,11,0.012844,0.886,0.0357,0.0271,16,0
BP,2,256,1000,4,0,12,0.00999,0.888,0.0354,0.027,16,0
BP,2,256,1000,4,0,13,0.008554,0.888,0.0356,0.0269,16,0
BP,2,256,1000,4,0,14,0.00695,0.889,0.0354,0.0268,16,0
BP,2,256,1000,4,0,15,0.006131,0.887,0.0353,0.0269,16,0
BP,2,256,1000,4,0,16,0.005382,0.89,0.0354,0.0268,16,0
BP,2,256,1000,4,0,17,0.004837,0.89,0.0353,0.0272,16,0
BP,2,256,1000,4,0,18,0.004233,0.889,0.0354,0.027,16,0
BP,2,256,1000,4,0,19,0.003843,0.889,0.0354,0.0268,16,0
BP,2,256,1000,4,0,20,0.00349,0.889,0.0354,0.0272,16,0
BP,2,256,1000,4,0,21,0.003185,0.893,0.0355,0.0271,16,0
BP,2,256,1000,4,0,22,0.002946,0.891,0.0356,0.027,16,0
BP,2,256,1000,4,0,23,0.002729,0.892,0.0354,0.027,16,0
BP,2,256,1000,4,0,24,0.00242,0.891,0.0355,0.027,16,0
BP,2,256,1000,4,0,25,0.00226,0.893,0.0356,0.0271,16,0
BP,2,256,1000,4,0,26,0.002105,0.891,0.0353,0.0272,16,0
BP,2,256,1000,4,0,27,0.001983,0.89,0.0354,0.0271,16,0
BP,2,256,1000,4,0,28,0.001826,0.892,0.0354,0.0268,16,0
BP,2,256,1000,4,0,29,0.001715,0.891,0.0353,0.0269,16,0
BP,2,256,1000,4,0,30,0.0016,0.892,0.0354,0.027,16,0
PC,2,256,1000,4,10,1,243.833671,0.373,1.3682,0.9306,1000,10000
PC,2,256,1000,4,10,2,205.404261,0.568,1.3631,0.9174,1000,10000
PC,2,256,1000,4,10,3,190.12718,0.661,1.3622,0.9305,1000,10000
PC,2,256,1000,4,10,4,180.939225,0.715,1.3634,0.9187,1000,10000
PC,2,256,1000,4,10,5,174.28255,0.739,1.3629,0.9199,1000,10000
PC,2,256,1000,4,10,6,169.62915,0.761,1.362,0.9177,1000,10000
PC,2,256,1000,4,10,7,166.121794,0.765,1.3625,0.9176,1000,10000
PC,2,256,1000,4,10,8,163.300632,0.765,1.3623,0.9346,1000,10000
PC,2,256,1000,4,10,9,160.748011,0.767,1.3619,0.9332,1000,10000
PC,2,256,1000,4,10,10,158.689179,0.769,1.366,0.9179,1000,10000
PC,2,256,1000,4,10,11,156.9688,0.758,1.3607,0.915,1000,10000
PC,2,256,1000,4,10,12,155.552297,0.76,1.3627,0.9154,1000,10000
PC,2,256,1000,4,10,13,154.256881,0.751,1.3612,0.9328,1000,10000
PC,2,256,1000,4,10,14,153.131678,0.752,1.3617,0.92,1000,10000
PC,2,256,1000,4,10,15,152.116961,0.751,1.3617,0.918,1000,10000
PC,2,256,1000,4,10,16,151.169555,0.743,1.3618,0.9298,1000,10000
PC,2,256,1000,4,10,17,150.447351,0.75,1.3614,0.9176,1000,10000
PC,2,256,1000,4,10,18,149.675204,0.74,1.3617,0.9351,1000,10000
PC,2,256,1000,4,10,19,149.169447,0.735,1.3612,0.9139,1000,10000
PC,2,256,1000,4,10,20,148.548038,0.735,1.3619,0.93,1000,10000
PC,2,256,1000,4,10,21,147.964701,0.727,1.3607,0.9315,1000,10000
PC,2,256,1000,4,10,22,147.497362,0.716,1.3612,0.9194,1000,10000
PC,2,256,1000,4,10,23,147.052889,0.713,1.3612,0.9152,1000,10000
PC,2,256,1000,4,10,24,146.66095,0.708,1.3604,0.9179,1000,10000
PC,2,256,1000,4,10,25,146.239214,0.711,1.3609,0.9321,1000,10000
PC,2,256,1000,4,10,26,145.848072,0.714,1.3608,0.9168,1000,10000
PC,2,256,1000,4,10,27,145.656241,0.713,1.3617,0.9348,1000,10000
PC,2,256,1000,4,10,28,145.303005,0.707,1.3601,0.9166,1000,10000
PC,2,256,1000,4,10,29,145.024804,0.708,1.3608,0.9165,1000,10000
PC,2,256,1000,4,10,30,144.808636,0.71,1.3845,0.9364,1000,10000
PC,2,256,1000,4,20,1,239.125752,0.578,2.1677,1.8047,1000,20000
PC,2,256,1000,4,20,2,196.980119,0.741,2.1659,1.7897,1000,20000
PC,2,256,1000,4,20,3,181.162339,0.782,2.166,1.8002,1000,20000
PC,2,256,1000,4,20,4,172.408415,0.792,2.1698,1.7804,1000,20000
PC,2,256,1000,4,20,5,166.602783,0.798,2.1663,1.8652,1000,20000
PC,2,256,1000,4,20,6,162.013137,0.794,2.2928,1.8873,1000,20000
PC,2,256,1000,4,20,7,158.481029,0.781,2.2516,1.8887,1000,20000
PC,2,256,1000,4,20,8,156.004568,0.774,2.2543,1.8692,1000,20000
PC,2,256,1000,4,20,9,153.926122,0.772,2.253,1.8585,1000,20000
PC,2,256,1000,4,20,10,152.965624,0.769,2.2514,1.8557,1000,20000
PC,2,256,1000,4,20,11,155.081087,0.759,2.2477,1.8529,1000,20000
PC,2,256,1000,4,20,12,158.315644,0.744,2.2439,1.8484,1000,20000
PC,2,256,1000,4,20,13,155.525786,0.738,2.2357,1.8524,1000,20000
PC,2,256,1000,4,20,14,153.255638,0.726,2.235,1.7898,1000,20000
PC,2,256,1000,4,20,15,152.148537,0.731,2.2287,1.8031,1000,20000
PC,2,256,1000,4,20,16,150.551016,0.736,2.2203,1.787,1000,20000
PC,2,256,1000,4,20,17,148.907815,0.742,2.1787,1.7777,1000,20000
PC,2,256,1000,4,20,18,147.085269,0.742,2.1999,1.806,1000,20000
PC,2,256,1000,4,20,19,145.593353,0.743,2.1643,1.7967,1000,20000
PC,2,256,1000,4,20,20,144.006026,0.741,2.1638,1.7853,1000,20000
PC,2,256,1000,4,20,21,143.38729,0.736,2.1642,1.778,1000,20000
PC,2,256,1000,4,20,22,142.855324,0.739,2.1631,1.7808,1000,20000
PC,2,256,1000,4,20,23,142.310152,0.745,2.1637,1.7822,1000,20000
PC,2,256,1000,4,20,24,141.806871,0.744,2.1623,1.7795,1000,20000
PC,2,256,1000,4,20,25,141.662704,0.745,2.1641,1.777,1000,20000
PC,2,256,1000,4,20,26,141.396934,0.745,2.1624,1.7755,1000,20000
PC,2,256,1000,4,20,27,141.451674,0.746,2.1631,1.7992,1000,20000
PC,2,256,1000,4,20,28,141.422586,0.746,2.1643,1.8057,1000,20000
PC,2,256,1000,4,20,29,141.370008,0.737,2.1627,1.7961,1000,20000
PC,2,256,1000,4,20,30,141.465711,0.745,2.164,1.7971,1000,20000
PC,2,256,1000,4,50,1,238.861393,0.663,4.5825,4.4109,1000,50000
PC,2,256,1000,4,50,2,196.142644,0.761,4.5895,4.3597,1000,50000
PC,2,256,1000,4,50,3,180.44876,0.774,4.5845,4.3545,1000,50000
PC,2,256,1000,4,50,4,172.065399,0.778,4.5833,4.3543,1000,50000
PC,2,256,1000,4,50,5,166.096658,0.775,4.5819,4.4103,1000,50000
PC,2,256,1000,4,50,6,161.48843,0.771,4.5979,4.3743,1000,50000
PC,2,256,1000,4,50,7,158.222639,0.769,4.5899,4.4376,1000,50000
PC,2,256,1000,4,50,8,155.889636,0.77,4.5962,4.4261,1000,50000
PC,2,256,1000,4,50,9,159.264655,0.779,4.5924,4.3679,1000,50000
PC,2,256,1000,4,50,10,166.35177,0.753,4.5855,4.3791,1000,50000
PC,2,256,1000,4,50,11,160.465318,0.751,4.5898,4.4198,1000,50000
PC,2,256,1000,4,50,12,157.275501,0.76,4.5808,4.3591,1000,50000
PC,2,256,1000,4,50,13,154.800219,0.772,4.6004,4.4391,1000,50000
PC,2,256,1000,4,50,14,150.026475,0.772,4.5787,4.3713,1000,50000
PC,2,256,1000,4,50,15,148.256171,0.763,4.5799,4.3814,1000,50000
PC,2,256,1000,4,50,16,147.063766,0.763,4.5762,4.4298,1000,50000
PC,2,256,1000,4,50,17,146.612189,0.767,4.5926,4.3809,1000,50000
PC,2,256,1000,4,50,18,145.449079,0.767,4.5863,4.429,1000,50000
PC,2,256,1000,4,50,19,144.729613,0.768,4.5846,4.3961,1000,50000
PC,2,256,1000,4,50,20,144.354248,0.762,4.5915,4.3941,1000,50000
PC,2,256,1000,4,50,21,143.886268,0.755,4.5862,4.4346,1000,50000
PC,2,256,1000,4,50,22,143.574231,0.761,4.5864,4.3584,1000,50000
PC,2,256,1000,4,50,23,143.21599,0.765,4.602,4.3712,1000,50000
PC,2,256,1000,4,50,24,142.890466,0.754,4.5854,4.3593,1000,50000
PC,2,256,1000,4,50,25,142.840115,0.752,4.5837,4.3565,1000,50000
PC,2,256,1000,4,50,26,142.559557,0.755,4.5836,4.4214,1000,50000
PC,2,256,1000,4,50,27,142.455337,0.756,4.5827,4.3997,1000,50000
PC,2,256,1000,4,50,28,142.232426,0.76,4.5836,4.3834,1000,50000
PC,2,256,1000,4,50,29,142.043765,0.753,4.5911,4.3728,1000,50000
PC,2,256,1000,4,50,30,141.997269,0.753,4.5853,4.4242,1000,50000
BP,2,256,5000,4,0,1,0.636977,0.899,0.1804,0.0275,79,0
BP,2,256,5000,4,0,2,0.260274,0.909,0.1776,0.0271,79,0
BP,2,256,5000,4,0,3,0.191846,0.917,0.1774,0.0271,79,0
BP,2,256,5000,4,0,4,0.124099,0.927,0.1764,0.0272,79,0
BP,2,256,5000,4,0,5,0.085918,0.938,0.1764,0.0272,79,0
BP,2,256,5000,4,0,6,0.048327,0.94,0.1764,0.0271,79,0
BP,2,256,5000,4,0,7,0.029885,0.944,0.1764,0.0275,79,0
BP,2,256,5000,4,0,8,0.016624,0.944,0.1761,0.0272,79,0
BP,2,256,5000,4,0,9,0.009558,0.95,0.1763,0.027,79,0
BP,2,256,5000,4,0,10,0.006175,0.945,0.1762,0.0271,79,0
BP,2,256,5000,4,0,11,0.003817,0.95,0.1765,0.0269,79,0
BP,2,256,5000,4,0,12,0.00302,0.951,0.1764,0.0271,79,0
BP,2,256,5000,4,0,13,0.002288,0.95,0.18,0.027,79,0
BP,2,256,5000,4,0,14,0.00189,0.946,0.1759,0.0271,79,0
BP,2,256,5000,4,0,15,0.001596,0.949,0.1765,0.0273,79,0
BP,2,256,5000,4,0,16,0.00139,0.947,0.1764,0.0271,79,0
BP,2,256,5000,4,0,17,0.001217,0.943,0.1758,0.0271,79,0
BP,2,256,5000,4,0,18,0.001066,0.947,0.1754,0.0268,79,0
BP,2,256,5000,4,0,19,0.000936,0.945,0.1759,0.0268,79,0
BP,2,256,5000,4,0,20,0.000837,0.944,0.1759,0.0275,79,0
BP,2,256,5000,4,0,21,0.00075,0.947,0.189,0.0275,79,0
BP,2,256,5000,4,0,22,0.000676,0.945,0.1763,0.0272,79,0
BP,2,256,5000,4,0,23,0.000614,0.947,0.176,0.0271,79,0
BP,2,256,5000,4,0,24,0.000561,0.946,0.1762,0.0268,79,0
BP,2,256,5000,4,0,25,0.000519,0.945,0.1757,0.0271,79,0
BP,2,256,5000,4,0,26,0.000467,0.949,0.1765,0.0271,79,0
BP,2,256,5000,4,0,27,0.000426,0.946,0.176,0.027,79,0
BP,2,256,5000,4,0,28,0.000397,0.946,0.1757,0.0273,79,0
BP,2,256,5000,4,0,29,0.000361,0.946,0.1757,0.0269,79,0
BP,2,256,5000,4,0,30,0.000333,0.948,0.1758,0.0269,79,0
PC,2,256,5000,4,10,1,200.562789,0.723,6.8046,0.9182,5000,50000
PC,2,256,5000,4,10,2,166.301429,0.785,6.7971,0.9178,5000,50000
PC,2,256,5000,4,10,3,156.978408,0.785,6.8087,0.9271,5000,50000
PC,2,256,5000,4,10,4,152.483838,0.768,6.8029,0.9217,5000,50000
PC,2,256,5000,4,10,5,149.757813,0.743,6.8104,0.9298,5000,50000
PC,2,256,5000,4,10,6,147.939663,0.717,6.7993,0.9177,5000,50000
PC,2,256,5000,4,10,7,146.645809,0.731,6.8006,0.9202,5000,50000
PC,2,256,5000,4,10,8,145.739276,0.737,6.8044,0.93,5000,50000
PC,2,256,5000,4,10,9,145.064746,0.743,6.7981,0.9187,5000,50000
PC,2,256,5000,4,10,10,144.541918,0.752,6.7938,0.9338,5000,50000
PC,2,256,5000,4,10,11,144.194895,0.749,6.9405,0.9298,5000,50000
PC,2,256,5000,4,10,12,143.928908,0.752,6.9419,0.9313,5000,50000
PC,2,256,5000,4,10,13,143.662809,0.749,6.9677,0.9215,5000,50000
PC,2,256,5000,4,10,14,143.427141,0.748,6.9809,0.9448,5000,50000
PC,2,256,5000,4,10,15,143.244273,0.751,6.984,0.9294,5000,50000
PC,2,256,5000,4,10,16,143.256739,0.741,6.9757,0.9378,5000,50000
PC,2,256,5000,4,10,17,143.080997,0.73,6.9768,0.9221,5000,50000
PC,2,256,5000,4,10,18,143.037952,0.732,6.9657,0.9174,5000,50000
PC,2,256,5000,4,10,19,142.922709,0.729,6.947,0.9191,5000,50000
PC,2,256,5000,4,10,20,142.904358,0.722,6.9549,0.9433,5000,50000
PC,2,256,5000,4,10,21,142.934984,0.723,6.9488,0.9371,5000,50000
PC,2,256,5000,4,10,22,142.841917,0.741,6.9471,0.9222,5000,50000
PC,2,256,5000,4,10,23,142.881926,0.739,6.9431,0.9199,5000,50000
PC,2,256,5000,4,10,24,142.835416,0.744,6.9244,0.9265,5000,50000
PC,2,256,5000,4,10,25,142.884115,0.729,6.9097,0.9194,5000,50000
PC,2,256,5000,4,10,26,142.962751,0.735,7.037,0.9234,5000,50000
PC,2,256,5000,4,10,27,142.948168,0.741,6.9121,0.928,5000,50000
PC,2,256,5000,4,10,28,143.136142,0.725,6.9205,0.9339,5000,50000
PC,2,256,5000,4,10,29,143.1569,0.718,6.9121,0.9231,5000,50000
PC,2,256,5000,4,10,30,143.19093,0.725,7.0338,0.9391,5000,50000
PC,2,256,5000,4,20,1,193.189697,0.813,11.0131,1.7872,5000,100000
PC,2,256,5000,4,20,2,159.082105,0.803,10.8203,1.7836,5000,100000
PC,2,256,5000,4,20,3,157.46068,0.757,10.8254,1.7856,5000,100000
PC,2,256,5000,4,20,4,149.503418,0.768,10.8211,1.7824,5000,100000
PC,2,256,5000,4,20,5,144.720722,0.773,10.8162,1.801,5000,100000
PC,2,256,5000,4,20,6,143.907054,0.773,10.804,1.7807,5000,100000
PC,2,256,5000,4,20,7,143.343832,0.766,10.816,1.7814,5000,100000
PC,2,256,5000,4,20,8,142.955916,0.766,11.0033,1.7843,5000,100000
PC,2,256,5000,4,20,9,142.651115,0.768,10.9402,1.7831,5000,100000
PC,2,256,5000,4,20,10,142.429056,0.755,10.9645,1.7822,5000,100000
PC,2,256,5000,4,20,11,142.174512,0.754,10.9368,1.7821,5000,100000
PC,2,256,5000,4,20,12,142.12171,0.751,10.8267,1.7842,5000,100000
PC,2,256,5000,4,20,13,142.115275,0.74,10.8961,1.7877,5000,100000
PC,2,256,5000,4,20,14,142.036988,0.738,10.8346,1.8111,5000,100000
PC,2,256,5000,4,20,15,141.951056,0.735,11.0371,1.8107,5000,100000
PC,2,256,5000,4,20,16,141.90651,0.748,10.9704,1.7887,5000,100000
PC,2,256,5000,4,20,17,141.81132,0.75,11.0447,1.791,5000,100000
PC,2,256,5000,4,20,18,141.761477,0.752,10.9972,1.8123,5000,100000
PC,2,256,5000,4,20,19,141.72705,0.748,15.288,1.8095,5000,100000
PC,2,256,5000,4,20,20,141.675109,0.753,11.1286,1.7768,5000,100000
PC,2,256,5000,4,20,21,141.632382,0.741,11.1606,1.7845,5000,100000
PC,2,256,5000,4,20,22,141.610721,0.747,11.1569,1.8883,5000,100000
PC,2,256,5000,4,20,23,141.536883,0.73,11.1349,1.8128,5000,100000
PC,2,256,5000,4,20,24,141.502383,0.722,10.8897,1.7853,5000,100000
PC,2,256,5000,4,20,25,141.524074,0.723,10.9931,1.8091,5000,100000
PC,2,256,5000,4,20,26,141.45584,0.723,10.9059,1.8132,5000,100000
PC,2,256,5000,4,20,27,141.417729,0.736,10.9464,1.7912,5000,100000
PC,2,256,5000,4,20,28,141.438491,0.73,10.9925,1.7908,5000,100000
PC,2,256,5000,4,20,29,141.403741,0.731,10.9772,1.7844,5000,100000
PC,2,256,5000,4,20,30,141.370105,0.732,10.9553,1.812,5000,100000
PC,2,256,5000,4,50,1,192.67339,0.789,22.8984,4.3642,5000,250000
PC,2,256,5000,4,50,2,162.563985,0.787,22.8818,4.3497,5000,250000
PC,2,256,5000,4,50,3,156.901867,0.784,22.8753,4.4199,5000,250000
PC,2,256,5000,4,50,4,148.000628,0.768,22.8842,4.4267,5000,250000
PC,2,256,5000,4,50,5,145.519279,0.781,22.914,4.4124,5000,250000
